airport_code,ident,airport_type,name,latitude,longitude,elevation,iata
41139,FAHD,small_airport,Humansdorp Airport,-34.0365982056,24.7889003754,345,ZA
41140,FAKW,small_airport,Kareedouw Airport,-33.9666671753,24.2999992371,1050,ZA
41141,ZA-0001,small_airport,Beulah Airport,-33.9052772522,24.956943512,34,ZA
41142,FAJP,small_airport,Joubertina Airport,-33.831199646,23.8300991058,2007,ZA
41143,FAKX,small_airport,Kenton on Sea Airport,-33.6693000793,26.6308994293,172,ZA
41144,FALR,small_airport,Steytlerville Airport,-33.3370018005,24.3213996887,1450,ZA
41145,ZA-0002,small_airport,Bhejane Game Reserve Airport,-33.1966667175,23.9346675873,1895,ZA
41146,FADP,small_airport,Darlington Dam Lodge Airport,-33.1832008362,25.1931991577,847,ZA
41147,FAJV,small_airport,Jansenville Airport,-32.9390983582,24.6707000732,1430,ZA
41148,FACH,small_airport,Cookhouse Airport,-32.7447013855,25.7963008881,1893,ZA
41149,ZA-0004,small_airport,Brown's Landing Airport,-32.6974983215,28.3202781677,200,ZA
41150,FATM,small_airport,Stutterheim Airport,-32.5666656494,27.4500007629,2675,ZA
41151,FAZP,small_airport,Mazeppa Bay Airport,-32.4719009399,28.6527996063,13,ZA
41152,FABU,small_airport,Butterworth Airport,-32.3188018799,28.1373996735,1656,ZA
41153,FACX,small_airport,Cathcart Airport,-32.2871017456,27.1387996674,3959,ZA
41154,ZA-0005,small_airport,Blanco Airport,-32.0833320618,26.2999992371,4200,ZA
41155,FAKF,small_airport,Koffee Bay Airport,-31.9638996124,29.14909935,10,ZA
41156,FABT,small_airport,Bethesda Road Airport,-31.8731994629,24.7968997955,4630,ZA
41157,FAMT,small_airport,Molteno Airport,-31.3896007538,26.348400116,5254,ZA
41158,FADG,small_airport,Dordrecht Airport,-31.3833332062,27.0333328247,5200,ZA
41159,FAET,small_airport,Elliot Airport,-31.3069000244,27.8495006561,5028,ZA
41160,ZA-0006,small_airport,Brosterlea Farm Airport,-31.2833328247,26.5666675568,5500,ZA
41161,ZA-0007,small_airport,Stockdale Landing Strip Airport,-31.2451000214,26.298500061,5315,ZA
41162,FAUG,small_airport,Ugie Airport,-31.2199993134,28.2099990845,4580,ZA
41163,FAMQ,small_airport,Maclear Airport,-31.0832996368,28.3763999939,4106,ZA
41164,FABF,small_airport,Barkley East Airport,-30.9666671753,27.6041660309,5940,ZA
41165,ZA-0008,small_airport,Venterstad Airport,-30.7756996155,25.7875003815,4200,ZA
41166,ZA-0009,small_airport,Philippolis Airport,-30.2159004211,25.2203006744,4695,ZA
41167,FAJF,small_airport,Jagersfontain Airport,-29.7625007629,25.4330005646,4714,ZA
41168,FAED,small_airport,Edenburg Airport,-29.75,25.8999996185,4509,ZA
41169,ZA-0010,small_airport,Arbeitsgenot Airport,-28.7359008789,27.2318000793,4800,ZA
41170,ZA-0011,small_airport,Brandfort Airport,-28.6903991699,26.4207992554,4647,ZA
41171,ZA-0012,small_airport,Arizona Airport,-28.453332901,27.5249996185,5500,ZA
41172,ZA-0013,small_airport,Phuthadijhaba Airport,-28.406665802,28.8108329773,5800,ZA
41173,ZA-0014,small_airport,Sterkfontein Airport,-28.3768005371,29.0062007904,5479,ZA
41174,ZA-0015,small_airport,Aldam Airport,-28.2688884735,27.1613883972,5105,ZA
41175,ZA-0016,small_airport,Aero Farm Airport,-28.2236118317,29.1158332825,5580,ZA
41176,ZA-0017,small_airport,Alberta Airport,-27.984167099,28.394443512,5540,ZA
41177,ZA-0018,small_airport,Bartsrus Airport,-27.9604167938,25.8358325958,4200,ZA
41178,FAOD,small_airport,Odendaalsrus Airport,-27.8710002899,26.6933994293,1340,ZA
41179,ZA-0019,small_airport,Braehead Airport,-27.6805000305,27.2534999847,4300,ZA
41180,FAVI,small_airport,Von Abo's Villa Airport,-27.6105995178,26.6835002899,4304,ZA
41181,ZA-0020,small_airport,Anton Fourie Farm Airport,-27.5,26.3305549622,4300,ZA
41182,FAFF,small_airport,Frankfort Airport,-27.2854003906,28.5153007507,5176,ZA
41184,ZA-0022,small_airport,Appleby Airport,-27.2013339996,26.9034996033,4300,ZA
41185,ZA-0023,small_airport,Villiers Airport,-27.0499992371,28.6000003815,5097,ZA
41186,FACR,small_airport,Carltonville Airport,-26.3666667938,27.3466663361,5000,ZA
41187,FADV,small_airport,Devon Airport,-26.3589992523,28.7896995544,5460,ZA
41188,FATA,small_airport,Tedderfield Air Park,-26.3519992828,27.9689998627,5198,ZA
41189,FADR,small_airport,Dunnottar Airport,-26.3497009277,28.4419002533,5241,ZA
41190,FARA,small_airport,Petit Airport,-26.0816669464,28.3999996185,5460,ZA
41191,ZA-0024,small_airport,Sun Valley Airfield,-26.0333328247,27.8999996185,5000,ZA
41192,ZA-0025,small_airport,Aero 57 Airport,-25.9031658173,28.0820007324,5100,ZA
41193,ZA-0026,small_airport,Blue Mountain Valley Airport,-25.8575000763,27.6277770996,4150,ZA
41194,ZA-0027,small_airport,Bronkhorstspruit Airport,-25.7713890076,28.7269439697,4800,ZA
41195,ZA-0028,small_airport,Wakkerstroom Airport,-27.3500003815,30.1666679382,5848,ZA
41196,ZA-0029,small_airport,Amersfoort Airport,-27.0200004578,29.8700008392,4500,ZA
41197,ZA-0030,small_airport,Dasville Airport,-26.8166675568,28.4666671753,5250,ZA
41198,FAAM,small_airport,Amsterdam Airport,-26.6333332062,30.6000003815,4310,ZA
41199,ZA-0031,small_airport,Evander Landing Strip Airport,-26.4899997711,29.0799999237,5288,ZA
41200,ZA-0032,small_airport,New Scotland Airport,-26.2999992371,30.7333335876,5280,ZA
41201,ZA-0033,small_airport,Mooivlei Airport,-26.2479991913,29.7154006958,5600,ZA
41202,ZA-0034,small_airport,Vanggatfontein Airport,-26.2000007629,28.8166675568,5100,ZA
41203,ZA-0035,small_airport,Blesbokfontain Airport,-26.175699234,29.1821994781,5294,ZA
41204,FADE,small_airport,Delmas Airport,-26.1416664124,28.6916675568,5075,ZA
41205,FANL,small_airport,New Largo Airport,-25.9785003662,28.9843997955,5038,ZA
41206,ZA-0036,small_airport,Forel Airport,-25.9500007629,30.1166667938,6464,ZA
41209,ZA-0039,small_airport,Blackie Swart Airport,-25.5755004883,30.9758605957,3300,ZA
41210,FASE,small_airport,Sabi Sabi Airport,-24.9414997101,31.4445991516,1276,ZA
41211,ZA-0040,small_airport,Lavino Airport,-24.8333339691,30.1000003815,2550,ZA
41212,ZA-0041,small_airport,Malamala West Airport,-24.8080940247,31.5045642853,1176,ZA
41213,FARM,small_airport,Richmond Airport,-31.423500061,23.9782009125,4731,ZA
41214,FANV,small_airport,Nieuwoudtville Airfield,-31.3500003815,19.1166667938,1890,ZA
41215,FADY,small_airport,De Aar Military Airport,-30.6365089417,23.9197254181,4037,ZA
41216,ZA-0042,small_airport,Adamsfontein Airport,-30.5813884735,25.2600002289,3970,ZA
41217,FAFG,small_airport,Flamingo Vlei Airport,-30.4909992218,21.1217002869,3248,ZA
41218,ZA-0043,small_airport,Bosluispan  Airport,-29.850276947,18.965555191,2874,ZA
41219,ZA-0044,small_airport,Bateleur Airport,-29.1391658783,23.6483325958,3368,ZA
41220,ZA-0045,small_airport,John Weston Airport,-28.7333335876,24.6666660309,3936,ZA
41221,ZA-0046,small_airport,Schmidtsdrif Airport,-28.6666660309,24.0333328247,3366,ZA
41222,ZA-0047,small_airport,Augrabies Airport,-28.6301670074,20.3203334808,2200,ZA
41223,ZA-0048,small_airport,Barkley West Airport,-28.5328330994,24.53383255,3800,ZA
41224,ZA-0049,small_airport,Baken Mine Airport,-28.4092502594,16.7797222137,135,ZA
41225,FAUC,small_airport,Ulco Airport,-28.3544998169,24.2290992737,3512,ZA
41226,ZA-0050,small_airport,Warrenton Airport,-28.1207008362,24.871799469,3798,ZA
41227,ZA-0051,small_airport,Bells Bank Airport,-28.1049995422,24.3783340454,3875,ZA
41228,FALH,small_airport,Lohathla Military Airport,-28.0368003845,23.0986995697,4500,ZA
41229,ZA-0052,small_airport,Dippiesfield Airport,-28.0322227478,23.2027778625,4500,ZA
41230,ZA-0053,small_airport,Ganspan Airport,-27.9416675568,24.8199996948,3778,ZA
41231,FAVS,small_airport,Vastrap Airport,-27.8413887024,21.6341667175,3245,ZA
41232,ZA-0054,small_airport,Askham Airport,-26.9869441986,20.7772216797,2801,ZA
41233,ZA-0055,small_airport,Barrange Airport,-26.125,22.618888855,3300,ZA
41234,FADM,small_airport,Kokstad Airport,-30.5564994812,29.4081993103,4084,ZA
41235,ZA-0056,small_airport,Scottburg Airport,-30.2856998444,30.6569004059,196,ZA
41236,ZA-0057,small_airport,Diamond Valley Airport,-30.2719993591,29.3973999023,4900,ZA
41237,FAUB,small_airport,Underberg Airport,-29.78840065,29.4983005524,5057,ZA
41238,ZA-0058,small_airport,Alverstone Airfield,-29.7797222137,30.718334198,2740,ZA
41239,ZA-0059,small_airport,Baynesfield Estate Airport,-29.7616672516,30.3397216797,2772,ZA
41240,FADZ,small_airport,Drakensberg Gardens Airport,-29.75,29.25,5948,ZA
41241,FASA,small_airport,Sani Pass Airport,-29.6571998596,29.4477005005,5933,ZA
41242,ZA-0060,small_airport,Ballito Bay (Dophin Coast) Airport,-29.488899231,31.1790008545,200,ZA
41243,FANH,small_airport,New Hanover Airport,-29.3560009003,30.5184001923,2490,ZA
41244,ZA-0061,small_airport,Clan Airport,-29.3549003601,30.4281005859,2180,ZA
41245,FAIS,small_airport,Isithebe Airport,-29.105556488,31.4074993134,313,ZA
41246,ZA-0062,small_airport,Amatikulu (Microlight) Airport,-29.0981674194,31.5049991608,240,ZA
41247,FALQ,small_airport,El Mirador Airport,-28.9861106873,29.4797229767,3897,ZA
41248,FAGH,small_airport,Glen Grey Airport,-28.8333339691,29.4666671753,3500,ZA
41249,ZA-0063,small_airport,Amphitheatre Lodge Airport,-28.655834198,29.1499996185,3900,ZA
41250,ZA-0064,small_airport,Riverview Airport,-28.4333324432,32.1500015259,210,ZA
41251,ZA-0065,small_airport,St Lucia Estuary,-28.3500003815,32.4166679382,60,ZA
41252,ZA-0066,small_airport,Battlefields Airport,-28.131526947,30.2904167175,4040,ZA
41253,FANA,small_airport,Nongoma Airport,-27.9139995575,31.6562004089,2596,ZA
41254,FAIA,small_airport,Itala Airport,-27.486700058,31.1711006165,2665,ZA
41255,FAMX,small_airport,Mbazwana Airport,-27.4813995361,32.5938987732,195,ZA
41256,ZA-0067,small_airport,Jozini Airport,-27.3500003815,32.1333351135,355,ZA
41257,FAIV,small_airport,Ingwavuma Airport,-27.117099762,32.0087013245,2100,ZA
41258,FAKB,small_airport,Kosibaai Airport,-27.0333328247,32.75,140,ZA
41259,ZA-0068,small_airport,Bonwa Phala Airport,-24.8866672516,28.0472221375,3650,ZA
41260,ZA-0069,small_airport,Ulusaba Airport,-24.7854003906,31.3549003601,1263,ZA
41261,FARO,small_airport,Rooiberg Airport,-24.7666664124,27.75,3811,ZA
41262,FALD,small_airport,Londolozi Airport,-24.7502002716,31.4757003784,1300,ZA
41263,FACC,small_airport,Arathusa Safari Lodge Airport,-24.7441673279,31.5224990845,1200,ZA
41264,ZA-0070,small_airport,Batavia Airport,-24.6683330536,26.5366668701,3195,ZA
41265,FAMV,small_airport,Montrose Airport,-24.625,30.1861114502,2690,ZA
41266,FATI,small_airport,Thabazimbi Airport,-24.6000003815,27.3999996185,3200,ZA
41267,ZA-0071,small_airport,Blyde Canyon Airport,-24.5744438171,30.7772216797,4300,ZA
41268,ZA-0072,small_airport,Tanda Tula Airport,-24.5335998535,31.2999992371,1555,ZA
41269,FAHB,small_airport,Hartebeespoortdam Airport,-24.5023994446,28.0790996552,3740,ZA
41270,FATB,small_airport,Thorny Bush Game Lodge Airport,-24.4147224426,31.1650009155,1900,ZA
41271,FANG,small_airport,Ngala Airport,-24.3878002167,31.325799942,3357,ZA
41272,ZA-0073,small_airport,Nederland Airport,-24.3013000488,31.2912998199,1298,ZA
41273,FAQR,small_airport,Potgietersrus Airport,-24.2333335876,28.9833335876,3500,ZA
41274,ZA-0074,small_airport,Boulders Game Ranch Airport,-24.1080551147,30.9091663361,1500,ZA
41275,ZA-0075,small_airport,Boulders Game Ranch 2 (Microlight) Airport,-24.0866661072,30.8438892365,1500,ZA
41276,ZA-0076,small_airport,Ranch Motel Airport,-24.0410003662,29.2758998871,4500,ZA
41277,ZA-0077,small_airport,Babala Lodge Airport,-23.3286113739,27.6096115112,2700,ZA
41278,ZA-0078,small_airport,Baltimore Airport,-23.2568340302,28.40883255,3203,ZA
41279,ZA-0079,small_airport,Bergtop Airport,-22.9179439545,29.4578342438,2620,ZA
41280,ZA-0080,small_airport,Swartwater Highway Strip Airport,-22.8409996033,28.2087001801,2800,ZA
41281,ZA-0081,small_airport,Alldays (Greater Kuduland) Airport,-22.8038063049,28.9957504272,2590,ZA
41282,ZA-0082,small_airport,Alldays Safaris Airport,-22.6672000885,29.3152008057,2650,ZA
41283,ZA-0083,small_airport,Avarel Airport,-22.5795993805,29.9689006805,2100,ZA
41284,FAMP,small_airport,Madimbo Airport,-22.3747005463,30.8815994263,2116,ZA
41285,FAMH,small_airport,Messina Airport,-22.3560009003,29.9862003326,1904,ZA
41286,FAOT,small_airport,Ottosdal Airport,-26.7982997894,26.0002994537,4860,ZA
41287,ZA-0084,small_airport,Bospoort Airport,-26.5955562592,26.229221344,5085,ZA
41288,FAVE,small_airport,Ventersdorp Airport,-26.3008995056,26.8141994476,4917,ZA
41289,FAMK,small_airport,Mafeking Airport,-25.8166675568,25.6166667938,4201,ZA
41290,ZA-0085,small_airport,Mafeking North Airport,-25.7920570374,25.6110305786,4181,ZA
41291,ZA-0086,small_airport,Aero Den Airport,-25.7266674042,27.7397212982,4050,ZA
41292,ZA-0087,small_airport,Botsalano Airport,-25.5333328247,25.7333335876,4659,ZA
41293,ZA-0088,small_airport,Beestekraal Airport,-25.2999992371,27.5333328247,3200,ZA
41294,ZA-0089,small_airport,Lobatse Southeast Airport,-25.2462005615,25.8819007874,3742,ZA
41296,FAAF,small_airport,Andrew's Field Airport,-34.7628898621,20.0349159241,30,ZA
41297,FACY,small_airport,Stilbaal Airport,-34.3517990112,21.4248008728,266,ZA
41298,FAAS,small_airport,Ashton Airport,-33.8166656494,20.0666675568,525,ZA
41299,ZA-0090,small_airport,Assegaay Bosch Game Lodge Airport,-33.7602500916,21.5472221375,620,ZA
41300,ZA-0091,small_airport,Altona Airport,-33.7076377869,18.6462497711,261,ZA
41301,FADX,small_airport,Delta 200 Airstrip,-33.6943016052,18.4563007355,60,ZA
41302,FAPU,small_airport,Paarl East Airport,-33.6833343506,19.0333328247,596,ZA
41303,FADS,small_airport,De Doorns Airport,-33.4707984924,19.6567993164,1475,ZA
41304,FACE,small_airport,Ceres Airport,-33.3530006409,19.3113994598,1519,ZA
41305,FALS,small_airport,Somersveld Airport,-33.2462272644,18.4799976349,196,ZA
41306,FAKA,small_airport,Kagga Kamma Airport,-32.7469940186,19.5620994568,3494,ZA
41307,FACI,small_airport,Citrusdal Airport,-32.6176986694,19.005399704,532,ZA
41308,ZA-0092,small_airport,Holrivier Airport,-31.5666675568,18.3833332062,225,ZA
41309,ZA-0093,small_airport,Britstown Airport,-30.5833339691,23.5166664124,3500,ZA
41310,FDGL,small_airport,Lavumisa Airport,-27.3201007843,31.889799118,563,SZ
41311,FDKB,small_airport,Kubuta Airport,-26.8666667938,31.4833335876,1555,SZ
41312,FDUB,small_airport,Ubombo Ranches Airport,-26.7707996368,31.9363994598,,SZ
41544,ZA-0021,heliport,Pretoria Central Heliport,-25.6557006836,28.2206001282,4087,ZA
41603,ZA-0094,small_airport,Hazyview Airport,-25.0501003265,31.1319007874,1810,ZA
41604,ZA-0095,small_airport,Khoka Moya Airport,-24.593000412,31.4151000977,1440,ZA
41605,ZA-0096,small_airport,Mkambati Airport,-31.2833003998,29.9666996002,560,ZA
41606,ZA-0097,small_airport,Inyati Airport,-24.7777004242,31.3854999542,1245,ZA
41607,ZA-0098,small_airport,Tshipise Airport,-22.6193008423,30.1756000519,1786,ZA
41843,ZA-0099,small_airport,Holbank Airport,-26.5709991455,30.2430000305,,ZA
41844,ZA-0100,small_airport,Punda Milia,-22.7707500458,31.0125274658,,ZA
41845,ZA-0101,small_airport,Sappi / Ngodwana,-25.58867836,30.6223640442,,ZA
41851,ZM-0001,small_airport,Lilayi Airport,-15.5122003555,28.3246002197,4264,ZM
41852,ZM-CGJ,small_airport,Chingola Airport,-12.516699791,27.8833007813,4375,ZM
41919,FMSU,small_airport,Vangaindrano,-23.3507665915,47.5817012787,,MG
42333,NA-0045,small_airport,Vredeshoop Landing Site,-27.1002826691,19.534450531,2926,NA
42334,NA-0069,small_airport,Rietfontein Airport,-26.7450008392,20.0333328247,2750,NA
42335,NA-0070,small_airport,Guibes Landing Strip,-26.7000007629,16.9500007629,4091,NA
42336,NA-0071,small_airport,Keetmansh Railroad Airport,-26.5930500031,18.1422176361,3231,NA
42337,NA-0072,small_airport,Klipdrif Airstrip,-26.5166664124,16.9166679382,4245,NA
42338,NA-0073,small_airport,Zuuberg Landing Site,-26.2666664124,17,3645,NA
42339,NA-0074,small_airport,Koes Airport,-25.9377822876,19.1205501556,3175,NA
42340,NA-0075,small_airport,Tses Airstrip,-25.8902835846,18.1263828278,3152,NA
42341,NA-0076,small_airport,Helmering Airstrip,-25.8633327484,16.8099994659,4563,NA
42342,NA-0077,closed,Mata Mata Landing Site,-25.7677822113,20,3125,NA
42343,NA-0078,small_airport,Brukkaros Landing Strip,-25.6994495392,18.0530490875,3190,NA
42344,NA-0079,small_airport,Finger Gottes Airstrip,-25.4972171783,18.1725006104,3461,NA
42345,NA-0080,small_airport,Tweerivier Landing Site,-25.4563827515,19.4383335114,3325,NA
42346,NA-0081,small_airport,Guamus Airport,-25.1977825165,18.2736167908,3838,NA
42347,NA-0082,small_airport,Gibeon Airport,-25.1272163391,17.7619495392,3428,NA
42348,NA-0083,small_airport,Witbooisvley Landing Site,-25.0688838959,18.4516677856,3813,NA
42349,NA-0084,small_airport,Maltahoehe S Airport,-24.8355998993,16.9752006531,4465,NA
42350,NA-0085,small_airport,Katzensteg Airport,-24.7697162628,18.9883327484,3683,NA
42351,NA-0086,small_airport,Maltahoehe Airstrip,-24.7683334351,16.9752826691,4419,NA
42352,NA-0087,small_airport,Lendepas Landing Site,-24.7452831268,20,3451,NA
42353,NA-0088,small_airport,Witwater East Landing Site,-24.7016677856,15.9752826691,2985,NA
42354,NA-0089,small_airport,Wandervogel Airstrip,-24.6391677856,19.703332901,3605,NA
42355,NA-0090,small_airport,Kouwater Landing Site,-24.6263828278,18.0436172485,3777,NA
42356,NA-0091,small_airport,Salzbrunn Airstrip,-24.3826999664,17.9698009491,3863,NA
42357,NA-0092,small_airport,Gianti-1 Airport,-24.2525997162,16.3155002594,4521,NA
42358,NA-0093,small_airport,Kub Landing Site,-24.215549469,17.4933338165,3982,NA
42359,NA-0094,small_airport,Twilight Airstrip,-24.1672172546,17.9891662598,4009,NA
42360,NA-0095,small_airport,Bullsport Landig Site,-24.1166667938,16.3666667938,5120,NA
42361,NA-0096,small_airport,Morester Landing Site,-24.1161174774,19.9777832031,3863,NA
42362,NA-0097,small_airport,Lidfontein Landing Site,-24.0816669464,18.1966667175,3975,NA
42363,NA-0098,small_airport,Kalkrand Airport,-24.0741672516,17.5919494629,3992,NA
42364,NA-0099,small_airport,Nabus Landing Site,-24.0383338928,18.9750003815,3968,NA
42365,NA-0100,small_airport,Runnersrest Landing Site,-24.0133323669,17.7447166443,4031,NA
42366,NA-0101,small_airport,Victory Airstrip,-23.9697170258,18.2691669464,4048,NA
42367,NA-0102,small_airport,Rietoog Airport,-23.9666671753,16.5638828278,4902,NA
42368,NA-0103,small_airport,Hoachanas Airport,-23.9150009155,18.0491676331,4137,NA
42369,NA-0104,small_airport,Droeplaas Landing Site,-23.8186168671,19.0825004578,4058,NA
42370,NA-0105,small_airport,Tsumis Airport,-23.7286167145,17.4400005341,4178,NA
42371,NA-0106,small_airport,Bimsfarm Landing Site,-23.7283325195,18.1472167969,4215,NA
42372,NA-0107,small_airport,Olifantwater West Landing Site,-23.7049999237,18.3616676331,4187,NA
42373,NA-0108,small_airport,Gomnab Airport,-23.6917991638,18.2723999023,4190,NA
42374,NA-0109,small_airport,Neuloore Landing Site,-23.6822166443,18.4055500031,4172,NA
42375,NA-0110,small_airport,Nauchas Landing Site,-23.6333332062,16.3250007629,5842,NA
42376,NA-0111,small_airport,Kaukerus Landing Site,-23.6177825928,17.8722171783,4314,NA
42377,NA-0112,small_airport,Cowdray Airstrip,-23.5447177887,17.7877826691,4314,NA
42378,NA-0113,small_airport,Rheinpfalz Landing Site,-23.5288829803,17.9899997711,4362,NA
42379,NA-0114,small_airport,Leonardville Airport,-23.5013828278,18.7877826691,4166,NA
42380,NA-0115,small_airport,Beenbreek Landing Site,-23.4832992554,17.9500007629,4399,NA
42381,NA-0116,small_airport,Gamsberg Landing Site,-23.3666992188,16.25,5885,NA
42382,NA-0117,small_airport,Gams Farm Landing Site,-23.3666667938,16.2999992371,6063,NA
42383,NA-0118,small_airport,Rehoboth Town Airport,-23.3216667175,17.0711174011,4537,NA
42384,NA-0119,small_airport,Klein Nauas Landing Site,-23.3166675568,17.8441677094,4474,NA
42385,NA-0120,small_airport,Rehoboth Airstrip,-23.3125,17.0444507599,4537,NA
42386,NA-0121,small_airport,Rehoboth Sta Airport,-23.3105506897,17.1883335114,4537,NA
42387,NA-0122,small_airport,Rooisand Airport,-23.2912006378,16.1107006073,3796,NA
42388,NA-0123,small_airport,Goellschau Farm Landing Site,-23.2749996185,16.5388832092,5934,NA
42389,NA-0124,small_airport,Louwater S M7 Airport,-23.2583007813,17.9699001312,4504,NA
42390,NA-0125,small_airport,Garib Landing Site,-23.1350002289,17.6327991486,4750,NA
42391,NA-0126,small_airport,Nossob Gabel Landing Site,-23.1202831268,18.7016677856,4178,NA
42392,NA-0127,small_airport,Doornpoort Airstrip,-23.0738830566,18.0513820648,4597,NA
42393,NA-0128,small_airport,Oamites Landing Strip,-23.0074996948,17.1169490814,5450,NA
42394,NA-0129,small_airport,Bergland Landing  Strip,-22.9733333588,17.1447162628,5517,NA
42395,NA-0130,small_airport,Krumneck Airport,-22.9613838196,16.9344501495,5768,NA
42396,NA-0131,small_airport,Keitzaub Landing Site,-22.8102836609,18.8497161865,4469,NA
42397,NA-0132,small_airport,Spatzenfeld Landing Site,-22.785282135,18.8897171021,4528,NA
42398,NA-0133,small_airport,Aris Landrig Strip,-22.7563838959,17.1352672577,5820,NA
42399,NA-0134,small_airport,Okapanje Airport,-22.5891666412,17.965549469,4922,NA
42400,NA-0135,small_airport,Gobabis Street-T Airport,-22.4361171722,19.0136165619,4815,NA
42401,NA-0136,small_airport,Ninette Landing Site,-22.3999996185,18.75,4836,NA
42402,NA-0137,small_airport,Solingen Airstrip,-22.3963832855,19.1108322144,4866,NA
42403,NA-0138,small_airport,Eintracht Airstrip,-22.3530502319,18.2450008392,4958,NA
42404,NA-0139,small_airport,Otjihaenena Landing Strip,-22.2902832031,17.7713832855,5276,NA
42405,NA-0140,small_airport,Sandfontein Airstrip,-22.2802829742,20,4161,NA
42406,NA-0141,small_airport,Buitepos Airstrip,-22.2666664124,20,4210,NA
42407,NA-0142,small_airport,Drimiopsis Landing Site,-22.0666675568,19.0666675568,5023,NA
42408,NA-0143,small_airport,Swa Knie Landing Site,-22,20,4345,NA
42409,NA-0144,small_airport,Wilskrag Landing Site,-22,20.6277828217,4094,NA
42410,NA-0145,small_airport,Albrechts Aistrip,-21.9455509186,16.0699996948,4478,NA
42411,NA-0146,small_airport,Okahennesiva Landing Site,-21.8652820587,18.4027824402,5284,NA
42412,NA-0147,small_airport,Steinhausen Landing Site,-21.8244495392,18.2319507599,5382,NA
42413,NA-0148,small_airport,Fortuna Landing Site,-21.8083324432,19.9083328247,4389,NA
42414,NA-0149,small_airport,Okamapu Landing Site,-21.7369499207,17.8850002289,5541,NA
42415,NA-0150,small_airport,Epukiro North Landing Site,-21.6752662659,19.2169322968,4770,NA
42416,NA-0151,small_airport,Epukiru Airport,-21.6166667938,19.3999996185,4633,NA
42417,NA-0152,small_airport,Onduruqea Lodge Airport,-21.6025009155,16.073299408,4149,NA
42418,NA-0153,small_airport,Hochfeld Airport,-21.4902820587,17.8519496918,5127,NA
42419,NA-0154,small_airport,Godehoop Landing Site,-21.2833328247,15.5333328247,3567,NA
42420,NA-0155,small_airport,Rhenoster K Airport,-21.1652832031,16.4025001526,4775,NA
42421,NA-0156,small_airport,Omaha Landing Site,-21.1319503784,16.5261173248,4954,NA
42422,NA-0157,small_airport,Otjiwarongo Center Airport,-20.4638824463,16.6477832794,4850,NA
42423,CD-0001,small_airport,Beni,0.5027468204,29.4742584229,,CD
42424,FZJA,closed,Isiro-Ville,2.7822198868,27.6257991791,,CD
42425,FZOC,small_airport,Kamisuku Airport,-2.5499999523,26.6166667938,,CD
42441,DRRI,small_airport,Bilma Airport,18.6867008209,12.9191999435,1715,NE
42442,DRZG,small_airport,Goure Airport,13.9835996628,10.2749004364,1499,NE
42443,DRZL,small_airport,Arlit Airport,18.7903995514,7.3659501076,1443,NE
42444,DRZM,small_airport,Maine-Soroa Airport,13.205499649,12.0322999954,944,NE
42445,DRZN,small_airport,N'Guigmi Airport,14.2510004044,13.1289997101,977,NE
42446,DRZT,small_airport,Tanout Airport,14.9702997208,8.8916702271,1751,NE
42447,DRRB,small_airport,Birni-N'Konni Airport,13.8015003204,5.2423601151,846,NE
42463,NG-0001,closed,Agbara-Otor,5.5291938782,6.0588312149,,NG
42464,NG-0002,small_airport,Kainji,9.8926668167,4.4854435921,,NG
42467,EG-0001,small_airport,Al Rahmaniyah,31.0433006287,30.6645183563,,EG
42473,HE15,small_airport,Hulwan,29.8225002289,31.3309001923,,EG
42475,HE26,small_airport,Wadi Abu Shihat,26.5572185516,33.1219291687,,EG
42476,HTIY,small_airport,Inyonga Airport,-6.7166700363,32.0999984741,3790,TZ
42477,HTKB,small_airport,Kibondo Airport,-3.5259799957,30.6504001617,4262,TZ
42478,HTKD,small_airport,Kondoa Airport,-4.8937101364,35.7682991028,4578,TZ
42479,HTKL,small_airport,Kirondatal Airport,-4.3143720627,34.3333206177,5033,TZ
42480,HTKS,small_airport,Kilosa Airport,-6.9000000954,37.0166664124,1567,TZ
42481,HTLD,small_airport,Loliondo Airport,-2.0696899891,35.5457000732,6620,TZ
42482,HTLL,small_airport,Liuli Airport,-11.116399765,34.6521987915,1667,TZ
42483,HTMF,small_airport,Mufindi Airport,-8.7320404053,35.3026008606,4175,TZ
42484,HTMK,small_airport,Mikumi Airport,-7.333427906,37.1163597107,1737,TZ
42485,HTML,small_airport,Malya Airport,-2.9778599739,33.5163002014,4079,TZ
42486,HTNR,small_airport,Ngara Airport,-2.5417900085,30.7031002045,5030,TZ
42487,HTOL,small_airport,Oldeani Airport,-3.4333300591,35.6166687012,4668,TZ
42488,HTUK,small_airport,Nansio Airport,-2.0435299873,33.0643997192,4010,TZ
42489,HTUT,small_airport,Utete Airport,-8.002579689,38.7616996765,208,TZ
42490,HTUV,small_airport,Uvinza Airport,-5.0879502296,30.4060001373,563,TZ
42491,TZ-GIT,small_airport,Geita Airport,-2.8713600636,32.1716995239,4208,TZ
42492,TZ-LUY,small_airport,Lushoto Airport,-4.7832598686,38.3041992188,5360,TZ
42493,TZ-0001,small_airport,Mtera Airport,-7.0976200104,35.9790000916,2399,TZ
42494,TZ-0002,small_airport,Ibadakuli Airport,-3.6087200642,33.5010986328,22,TZ
42495,TZ-0003,small_airport,Mbinga Airport,-10.9639997482,35.0117988586,4335,TZ
42496,TZ-0004,small_airport,Tura Airport,-5.4892401695,33.878200531,4216,TZ
